,gross,date_c,name,rate,budget,Director,length,actors,open_week,year,genre,rating,audience,First_Week
1511,"$15,417,771","R,2003-05-30",Wrong Turn,"6.1 based on 91,504 user ratings","$12,600,000",Rob Schmidt,84M,"Eliza Dushku,Jeremy Sisto,Emmanuelle Chriqui","         $5,161,498        

      (USA)
      ",2003,Horror,6.1,"91,504"," $5,161,498"
1512,"$51,475,962","R,2003-04-25",Identity,"7.3 based on 187,179 user ratings","$30,000,000",James Mangold,90M,"John Cusack,Ray Liotta,Amanda Peet","         $16,225,263        

      (USA)
      ",2003,"Mystery,Thriller",7.3,"187,179"," $16,225,263"
1513,"$132,122,995","PG-13,2003-06-20",Hulk,"5.7 based on 219,942 user ratings","$137,000,000",Ang Lee,138M,"Eric Bana,Jennifer Connelly,Sam Elliott","         $62,128,420        

      (USA)
      ",2003,"Action,Sci-Fi",5.7,"219,942"," $62,128,420"
1514,"$133,756,285","PG-13,2003-04-11",Anger Management,"6.2 based on 177,337 user ratings","$75,000,000",Peter Segal,106M,"Jack Nicholson,Adam Sandler,Marisa Tomei","         $42,220,847        

      (USA)
      ",2003,Comedy,6.2,"177,337"," $42,220,847"
1515,"$127,083,765","PG-13,2003-06-06",2 Fast 2 Furious,"5.9 based on 204,591 user ratings","$76,000,000",John Singleton,107M,"Paul Walker,Tyrese Gibson,Cole Hauser","         $50,472,480        

      (USA)
      ",2003,"Action,Crime,Thriller",5.9,"204,591"," $50,472,480"
1516,"$128,579,698","PG-13,2002-10-18",The Ring,"7.1 based on 267,583 user ratings","$48,000,000",Gore Verbinski,115M,"Naomi Watts,Martin Henderson,Brian Cox","         $15,015,393        

      (USA)
      ",2002,"Horror,Mystery",7.1,"267,583"," $15,015,393"
1517,"$39,532,308","R,2002-03-15",Resident Evil,"6.7 based on 211,308 user ratings","$33,000,000",Paul W.S. Anderson,100M,"Milla Jovovich,Michelle Rodriguez,Ryan McCluskey","         $17,707,106        

      (USA)
      ",2002,"Action,Horror,Sci-Fi",6.7,"211,308"," $17,707,106"
1518,"$176,387,405","PG,2002-03-15",Ice Age,"7.6 based on 347,130 user ratings","$59,000,000",Chris Wedge,81M,"Denis Leary,John Leguizamo,Ray Romano","         $46,312,454        

      (USA)
      ",2002,"Animation,Adventure,Comedy",7.6,"347,130"," $46,312,454"
1519,"$18,488,314","R,2002-02-15",Super Troopers,"7.1 based on 79,135 user ratings","$1,200,000",Jay Chandrasekhar,100M,"Jay Chandrasekhar,Kevin Heffernan,André Vippolis","         $7,149,203        

      (USA)
      ",2001,"Comedy,Crime,Mystery",7.1,"79,135"," $7,149,203"
1520,"$45,162,741","PG-13,2001-09-28",Zoolander,"6.6 based on 210,746 user ratings","$28,000,000",Ben Stiller,90M,"Ben Stiller,Owen Wilson,Christine Taylor","         $15,525,043        

      (USA)
      ",2001,Comedy,6.6,"210,746"," $15,525,043"
1521,"$180,011,740","PG-13,2001-07-27",Planet of the Apes,"5.7 based on 183,948 user ratings","$100,000,000",Tim Burton,119M,"Mark Wahlberg,Helena Bonham Carter,Tim Roth","         $68,532,960        

      (USA)
      ",2001,"Action,Adventure,Sci-Fi",5.7,"183,948"," $68,532,960"
1522,"$37,882,551","R,2001-12-14",Not Another Teen Movie,"5.7 based on 83,373 user ratings","$15,000,000",Joel Gallen,89M,"Chyler Leigh,Jaime Pressly,Chris Evans","         $12,615,116        

      (USA)
      ",2001,Comedy,5.7,"83,373"," $12,615,116"
1523,"$202,007,640","PG-13,2001-05-04",The Mummy Returns,"6.3 based on 257,915 user ratings","$98,000,000",Stephen Sommers,130M,"Brendan Fraser,Rachel Weisz,John Hannah","         $68,139,035        

      (USA)
      ",2001,"Action,Adventure,Fantasy",6.3,"257,915"," $68,139,035"
1524,"$30,059,386","R,2001-08-24",Jay and Silent Bob Strike Back,"6.9 based on 132,621 user ratings","$22,000,000",Kevin Smith,104M,"Jason Mewes,Kevin Smith,Ben Affleck","         $11,018,543        

      (USA)
      ",2001,Comedy,6.9,"132,621"," $11,018,543"
1525,"$101,643,008","PG-13,2000-06-09",Gone in Sixty Seconds,"6.5 based on 226,736 user ratings","$90,000,000",Dominic Sena,118M,"Nicolas Cage,Angelina Jolie,Giovanni Ribisi","         $25,336,048        

      (USA)
      ",2000,"Action,Crime,Thriller",6.5,"226,736"," $25,336,048"
1526,"$160,201,106","PG-13,2002-11-22",Die Another Day,"6.1 based on 175,934 user ratings","$142,000,000",Lee Tamahori,133M,"Pierce Brosnan,Halle Berry,Rosamund Pike","         £9,122,344        

      (UK)
      ",2002,"Action,Adventure,Thriller",6.1,"175,934"," £9,122,344"
1527,"$233,630,478","PG-13,2000-12-22",Cast Away,"7.7 based on 418,470 user ratings","$90,000,000",Robert Zemeckis,143M,"Tom Hanks,Helen Hunt,Paul Sanchez","         $39,852,075        

      (USA)
      ",2000,"Adventure,Drama,Romance",7.7,"418,470"," $39,852,075"
1528,"$55,637,680","R,1999-07-16",Eyes Wide Shut,"7.3 based on 238,994 user ratings","$65,000,000",Stanley Kubrick,159M,"Tom Cruise,Nicole Kidman,Todd Field","         $21,706,163        

      (USA)
      ",1999,"Drama,Mystery,Thriller",7.3,"238,994"," $21,706,163"
1529,"$162,792,677","G,1998-11-25",A Bug's Life,"7.2 based on 221,673 user ratings","$120,000,000",John Lasseter,95M,"Kevin Spacey,Dave Foley,Julia Louis-Dreyfus","         $291,121        

      (USA)
      ",1998,"Animation,Adventure,Comedy",7.2,"221,673"," $291,121"
1530,"$120,618,403","G,1998-06-19",Mulan,"7.5 based on 186,066 user ratings","$90,000,000",Tony Bancroft,88M,"Ming-Na Wen,Eddie Murphy,BD Wong","         $22,745,143        

      (USA)
      ",1998,"Animation,Adventure,Family",7.5,"186,066"," $22,745,143"
1531,"$54,700,065","R,1997-11-07",Starship Troopers,"7.2 based on 230,289 user ratings","$105,000,000",Paul Verhoeven,129M,"Casper Van Dien,Denise Richards,Dina Meyer","         $22,058,773        

      (USA)
      ",1997,"Action,Adventure,Sci-Fi",7.2,"230,289"," $22,058,773"
1532,"$39,647,595","R,1997-12-25",Jackie Brown,"7.5 based on 251,678 user ratings","$12,000,000",Quentin Tarantino,154M,"Pam Grier,Samuel L. Jackson,Robert Forster","         $9,292,248        

      (USA)
      ",1997,"Crime,Thriller",7.5,"251,678"," $9,292,248"
1533,"$48,265,581","R,1997-09-12",The Game,"7.8 based on 277,074 user ratings","$50,000,000",David Fincher,129M,"Michael Douglas,Deborah Kara Unger,Sean Penn","         $14,337,029        

      (USA)
      ",1997,"Drama,Mystery,Thriller",7.8,"277,074"," $14,337,029"
1534,"$103,001,286","R,1996-12-20",Scream,"7.2 based on 232,723 user ratings","$14,000,000",Wes Craven,111M,"Neve Campbell,Courteney Cox,David Arquette","         $6,354,586        

      (USA)
      ",1996,"Horror,Mystery",7.2,"232,723"," $6,354,586"
1535,"$37,754,208","PG-13,1996-12-13",Mars Attacks!,"6.3 based on 179,685 user ratings","$70,000,000",Tim Burton,106M,"Jack Nicholson,Pierce Brosnan,Sarah Jessica Parker","         $9,384,272        

      (USA)
      ",1996,"Comedy,Sci-Fi",6.3,"179,685"," $9,384,272"
1536,"$108,706,165","R,1996-07-24",A Time to Kill,"7.4 based on 105,514 user ratings","$40,000,000",Joel Schumacher,149M,"Matthew McConaughey,Sandra Bullock,Samuel L. Jackson","         $19,630,000        

      (USA)
      ",1996,"Crime,Drama,Thriller",7.4,"105,514"," $19,630,000"
1537,"$25,753,840","R,1996-01-19",From Dusk Till Dawn,"7.3 based on 231,001 user ratings","$19,000,000",Robert Rodriguez,108M,"Harvey Keitel,George Clooney,Juliette Lewis","         $10,200,000        

      (USA)
      ",1996,"Action,Crime,Horror",7.3,"231,001"," $10,200,000"
1554,"$13,782,838","R,1982-06-25",The Thing,"8.2 based on 277,708 user ratings","$15,000,000",John Carpenter,109M,"Kurt Russell,Wilford Brimley,Keith David","         $3,107,897        

      (USA)
      ",1982,"Horror,Mystery,Sci-Fi",8.2,"277,708"," $3,107,897"
1558,"$204,565,000","R,1973-12-26",The Exorcist,"8.0 based on 297,629 user ratings","$12,000,000",William Friedkin,122M,"Ellen Burstyn,Max von Sydow,Linda Blair","         £151,714        

      (UK)
      ",1973,Horror,8.0,"297,629"," £151,714"
1559,"$1,229,197","PG,1975-05-25",Monty Python and the Holy Grail,"8.3 based on 404,072 user ratings","£229,575",Terry Gilliam,91M,"Graham Chapman,John Cleese,Eric Idle","         $45,487        

      (USA)
      ",1975,"Adventure,Comedy,Fantasy",8.3,"404,072"," $45,487"
1562,"$137,387,272","R,2013-07-19",The Conjuring,"7.5 based on 328,842 user ratings","$20,000,000",James Wan,112M,"Patrick Wilson,Vera Farmiga,Ron Livingston","         $41,855,326        

      (USA)
      ",2013,"Horror,Mystery,Thriller",7.5,"328,842"," $41,855,326"
1563,"$159,578,352","R,2013-06-28",The Heat,"6.6 based on 139,697 user ratings","$43,000,000",Paul Feig,117M,"Sandra Bullock,Michael McDonald,Melissa McCarthy","         $39,115,043        

      (USA)
      ",2013,"Action,Comedy,Crime",6.6,"139,697"," $39,115,043"
1564,"$8,114,507","R,2013-06-14",Before Midnight,"7.9 based on 103,827 user ratings","$3,000,000",Richard Linklater,109M,"Ethan Hawke,Julie Delpy,Seamus Davey-Fitzpatrick","         $246,914        

      (USA)
      ",2013,"Drama,Romance",7.9,"103,827"," $246,914"
1565,"$200,661,309","PG-13,2014-05-16",Godzilla,"6.4 based on 317,119 user ratings","$160,000,000",Gareth Edwards,123M,"Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston","         $93,188,384        

      (USA)
      ",2014,"Action,Adventure,Sci-Fi",6.4,"317,119"," $93,188,384"
1566,"$187,991,439","PG-13,2014-11-07",Interstellar,"8.6 based on 1,040,902 user ratings","$165,000,000",Christopher Nolan,169M,"Matthew McConaughey,Anne Hathaway,Jessica Chastain","         $47,510,360        

      (USA)
      ",2014,"Adventure,Drama,Sci-Fi",8.6,"1,040,902"," $47,510,360"
1567,"$3,650,677","R,1998-08-28","Lock, Stock and Two Smoking Barrels","8.2 based on 438,636 user ratings","£960,000",Guy Ritchie,107M,"Jason Flemyng,Dexter Fletcher,Nick Moran","         £941,638        

      (UK)
      ",1998,"Comedy,Crime",8.2,"438,636"," £941,638"
1568,"$1,190,018","R,2002-12-06",Equilibrium,"7.5 based on 271,944 user ratings","$20,000,000",Kurt Wimmer,107M,"Christian Bale,Sean Bean,Emily Watson","         $541,512        

      (USA)
      ",2002,"Action,Drama,Sci-Fi",7.5,"271,944"," $541,512"
1570,"$56,692","R,2009-12-18",The Road,"7.3 based on 186,740 user ratings","$25,000,000",John Hillcoat,111M,"Viggo Mortensen,Charlize Theron,Kodi Smit-McPhee","         $1,502,231        

      (USA)
      ",2009,"Adventure,Drama",7.3,"186,740"," $1,502,231"
1571,"$6,531,491","R,2010-07-16",Winter's Bone,"7.2 based on 116,109 user ratings","$2,000,000",Debra Granik,100M,"Jennifer Lawrence,John Hawkes,Garret Dillahunt","         $84,887        

      (USA)
      ",2010,Drama,7.2,"116,109"," $84,887"
1572,"$35,286,428","R,2007-01-05",Children of Men,"7.9 based on 381,590 user ratings","$76,000,000",Alfonso Cuarón,109M,"Julianne Moore,Clive Owen,Chiwetel Ejiofor","         £1,284,254        

      (UK)
      ",2006,"Drama,Sci-Fi,Thriller",7.9,"381,590"," £1,284,254"
1573,"$3,675,072","R,2007-07-27",Sunshine,"7.3 based on 199,206 user ratings","£26,000,000",Danny Boyle,107M,"Cillian Murphy,Rose Byrne,Chris Evans","         £1,021,063        

      (UK)
      ",2007,"Adventure,Sci-Fi,Thriller",7.3,"199,206"," £1,021,063"
1574,"$1,082,044","R,2004-12-03",The Machinist,"7.7 based on 296,775 user ratings","$5,000,000",Brad Anderson,101M,"Christian Bale,Jennifer Jason Leigh,Aitana Sánchez-Gijón","         $64,661        

      (USA)
      ",2004,"Drama,Thriller",7.7,"296,775"," $64,661"
1575,"$7,757,130","R,2008-02-29",In Bruges,"7.9 based on 321,717 user ratings","$15,000,000",Martin McDonagh,107M,"Colin Farrell,Brendan Gleeson,Ciarán Hinds","         $457,227        

      (USA)
      ",2008,"Comedy,Crime,Drama",7.9,"321,717"," $457,227"
1576,"$13,303,319","PG-13,2011-05-17",The Tree of Life,"6.8 based on 143,092 user ratings","$32,000,000",Terrence Malick,139M,"Brad Pitt,Sean Penn,Jessica Chastain","         $372,920        

      (USA)
      ",2011,"Drama,Fantasy",6.8,"143,092"," $372,920"
1577,"$1,987,762","R,2012-06-29",Killer Joe,"6.7 based on 62,023 user ratings","$11,000,000",William Friedkin,102M,"Matthew McConaughey,Emile Hirsch,Juno Temple","         $37,864        

      (USA)
      ",2011,"Crime,Drama,Thriller",6.7,"62,023"," $37,864"
1578,"$7,918,283","R,2012-09-14",Arbitrage,"6.6 based on 43,239 user ratings","$12,000,000",Nicholas Jarecki,107M,"Richard Gere,Susan Sarandon,Brit Marling","         $2,002,165        

      (USA)
      ",2012,"Drama,Thriller",6.6,"43,239"," $2,002,165"
1583,"$3,325,638","PG-13,2012-09-19",Robot & Frank,"7.1 based on 54,576 user ratings","$2,500,000",Jake Schreier,89M,"Peter Sarsgaard,Frank Langella,Susan Sarandon","         $35,539        

      (USA)
      ",2012,"Comedy,Crime,Drama",7.1,"54,576"," $35,539"
1584,"$62,321,039","R,2012-01-20",Underworld Awakening,"6.4 based on 126,639 user ratings","$70,000,000",Måns Mårlind,88M,"Kate Beckinsale,Michael Ealy,India Eisley","         $25,306,725        

      (USA)
      ",2012,"Action,Fantasy,Horror",6.4,"126,639"," $25,306,725"
1585,"$9,483,821","R,2013-02-01",Bullet to the Head,"5.7 based on 40,872 user ratings","$55,000,000",Walter Hill,92M,"Sylvester Stallone,Jason Momoa,Christian Slater","         $4,548,201        

      (USA)
      ",2012,"Action,Thriller",5.7,"40,872"," $4,548,201"
1587,"$26,003,149","R,2013-08-23",The World's End,"7.0 based on 198,930 user ratings","$20,000,000",Edgar Wright,109M,"Simon Pegg,Nick Frost,Martin Freeman","         $8,790,237        

      (USA)
      ",2013,"Action,Comedy,Sci-Fi",7.0,"198,930"," $8,790,237"
1589,"$54,322,273","PG-13,2012-02-03",The Woman in Black,"6.4 based on 147,593 user ratings","$17,000,000",James Watkins,95M,"Daniel Radcliffe,Janet McTeer,Ciarán Hinds","         $20,874,072        

      (USA)
      ",2012,"Drama,Fantasy,Horror",6.4,"147,593"," $20,874,072"
1590,"$20,998","R,2012-06-22",Lay the Favorite,"4.8 based on 9,186 user ratings","$26,350,000",Stephen Frears,94M,"Rebecca Hall,Bruce Willis,Vince Vaughn","         $20,998        

      (USA)
      ",2012,"Comedy,Drama,Romance",4.8,"9,186"," $20,998"
1591,"$35,754,555","PG-13,2012-09-21",Trouble with the Curve,"6.8 based on 50,371 user ratings","$60,000,000",Robert Lorenz,111M,"Clint Eastwood,Amy Adams,John Goodman","         $12,162,040        

      (USA)
      ",2012,"Drama,Sport",6.8,"50,371"," $12,162,040"
1592,"$4,105,123","R,2012-04-13",The Raid: Redemption,"7.6 based on 156,734 user ratings","$1,100,000",Gareth Evans,101M,"Iko Uwais,Ananda George,Ray Sahetapy","         $213,785        

      (USA)
      ",2011,"Action,Crime,Thriller",7.6,"156,734"," $213,785"
1593,"$49,122,319","PG-13,2012-08-31",The Possession,"5.9 based on 49,272 user ratings","$14,000,000",Ole Bornedal,92M,"Natasha Calis,Kyra Sedgwick,Jeffrey Dean Morgan","         $17,732,480        

      (USA)
      ",2012,"Horror,Thriller",5.9,"49,272"," $17,732,480"
1594,"$53,884,821","R,2012-10-19",Paranormal Activity 4,"4.6 based on 53,314 user ratings","$5,000,000",Henry Joost,88M,"Stephen Dunham,Katie Featherston,Matt Shively","         $29,003,866        

      (USA)
      ",2012,Horror,4.6,"53,314"," $29,003,866"
1595,"$60,443,237","PG-13,2012-04-20",The Lucky One,"6.5 based on 82,558 user ratings","$25,000,000",Scott Hicks,101M,"Zac Efron,Taylor Schilling,Blythe Danner","         $22,518,358        

      (USA)
      ",2012,"Drama,Romance",6.5,"82,558"," $22,518,358"
1596,"$103,812,241","PG,2012-02-10",Journey 2: The Mysterious Island,"5.8 based on 71,397 user ratings","$79,000,000",Brad Peyton,94M,"Josh Hutcherson,Dwayne Johnson,Michael Caine","         $27,335,363        

      (USA)
      ",2012,"Action,Adventure,Comedy",5.8,"71,397"," $27,335,363"
1599,"$64,933,670","PG,2012-03-30",Mirror Mirror,"5.6 based on 73,528 user ratings","$85,000,000",Tarsem Singh,106M,"Lily Collins,Julia Roberts,Armie Hammer","         $18,132,085        

      (USA)
      ",2012,"Adventure,Comedy,Drama",5.6,"73,528"," $18,132,085"
1601,"$42,919,096","PG-13,2013-02-22",Snitch,"6.5 based on 67,924 user ratings","$15,000,000",Ric Roman Waugh,112M,"Dwayne Johnson,Susan Sarandon,Jon Bernthal","         $13,167,607        

      (USA)
      ",2013,"Action,Drama,Thriller",6.5,"67,924"," $13,167,607"
1602,"$290,158,751","PG,1980-06-20",Star Wars: Episode V - The Empire Strikes Back,"8.8 based on 901,228 user ratings","$18,000,000",Irvin Kershner,124M,"Mark Hamill,Harrison Ford,Carrie Fisher","         ITL 609,584,000        

      (Italy)
      ",1980,"Action,Adventure,Fantasy",8.8,"901,228"," ITL 609,584,000"
1603,"$3,749,061","PG-13,2012-09-07",The Cold Light of Day,"4.9 based on 30,073 user ratings","$20,000,000",Mabrouk El Mechri,93M,"Henry Cavill,Bruce Willis,Sigourney Weaver","         $1,831,588        

      (USA)
      ",2012,"Action,Thriller",4.9,"30,073"," $1,831,588"
1604,"$35,287,788","PG,2012-10-05",Frankenweenie,"7.0 based on 78,832 user ratings","$39,000,000",Tim Burton,87M,"Winona Ryder,Catherine O'Hara,Martin Short","         $11,412,213        

      (USA)
      ",2012,"Animation,Comedy,Family",7.0,"78,832"," $11,412,213"
1605,"$8,828,771","R,2013-01-25",Movie 43,"4.3 based on 83,374 user ratings","$6,000,000",Elizabeth Banks,94M,"Emma Stone,Stephen Merchant,Richard Gere","         $4,805,878        

      (USA)
      ",2013,"Comedy,Romance",4.3,"83,374"," $4,805,878"
1606,"$55,682,070","R,2013-01-25",Hansel & Gretel: Witch Hunters,"6.1 based on 167,475 user ratings","$50,000,000",Tommy Wirkola,88M,"Jeremy Renner,Gemma Arterton,Peter Stormare","         $19,690,956        

      (USA)
      ",2013,"Action,Fantasy,Horror",6.1,"167,475"," $19,690,956"
1608,"$51,872,378","R,2013-03-15",The Call,"6.7 based on 92,941 user ratings","$13,000,000",Brad Anderson,94M,"Halle Berry,Evie Thompson,Abigail Breslin","         $17,118,745        

      (USA)
      ",2013,"Crime,Thriller",6.7,"92,941"," $17,118,745"
1609,"$778,565","R,2013-05-22",Only God Forgives,"5.7 based on 89,445 user ratings","$4,800,000",Nicolas Winding Refn,90M,"Ryan Gosling,Kristin Scott Thomas,Vithaya Pansringarm","         $313,958        

      (USA)
      ",2013,"Crime,Drama",5.7,"89,445"," $313,958"
1610,"$64,423,650","R,2013-06-07",The Purge,"5.7 based on 153,999 user ratings","$3,000,000",James DeMonaco,85M,"Ethan Hawke,Lena Headey,Max Burkholder","         $34,058,360        

      (USA)
      ",2013,"Horror,Sci-Fi,Thriller",5.7,"153,999"," $34,058,360"
1612,"$6,787","R,2013-03-15",Welcome to the Punch,"6.1 based on 28,109 user ratings","$8,500,000",Eran Creevy,99M,"James McAvoy,Mark Strong,Andrea Riseborough","         $2,736        

      (USA)
      ",2013,"Action,Crime,Thriller",6.1,"28,109"," $2,736"
1613,"$21,784,432","R,2013-04-26",The Big Wedding,"5.6 based on 39,519 user ratings","$35,000,000",Justin Zackham,89M,"Robert De Niro,Diane Keaton,Katherine Heigl","         $7,591,663        

      (USA)
      ",2013,"Comedy,Drama,Romance",5.6,"39,519"," $7,591,663"
